Token	Corpus	Speaker_ID	Genre	Type	SemanticRelation	Whole.Genitive	Possessor	Possessor.Head	Possessor.Expression.Type	Final.Sibilant	Possessum	Possessum.Head	Possessor.Animacy2	Possessum.Animacy2	Possessor.Animacy3	Possessor.Animacy5	PossessorThematicity	Possessor.Length	Possessum.Length	New.TTR	ProtoSemanticRelation
ba14.0022.01	Brown	BA14	Press	of	OTH	the reception room  of Mayor Richardson Dilworth	Mayor Richardson Dilworth	Dilworth	ProperN	N	the reception room	room	animate	inanimate	animate	animate	-3.301029996	3	3	69	N
ba14.0068.03	Brown	BA14	Press	of	OTH	the opening round  of the Los Angeles open	the Los Angeles open	Los Angeles open	ProperN	N	the opening round	round	inanimate	inanimate	inanimate	inanimate	-3.301029996	4	3	79	N
ba10.0060.04	Brown	BA10	Press	of	OTH	the infallible , authoritative rule  of faith and conduct	faith and conduct	faith and conduct	CommonN	N	the infallible , authoritative rule	rule	inanimate	inanimate	inanimate	inanimate	-3.301029996	3	5	71	N
ba10.0045.01	Brown	BA10	Press	of	OTH	executive secretary  of the Democratic Party of Oregon	the Democratic Party of Oregon	Democratic Party	ProperN	N	executive secretary	secretary	inanimate	animate	collective	collective	-3.301029996	5	2	84	N
ba10.0066.01	Brown	BA10	Press	of	OTH	national secretary  of the home missions department	the home missions department	department	CommonN	N	national secretary	secretary	inanimate	animate	collective	collective	-3.301029996	4	2	76	N
ba20.0024.02	Brown	BA20	Press	s	OTH	their country's secrets	their country's	country	CommonN	N	secrets	secrets	inanimate	inanimate	collective	collective	-3.301029996	2	1	83	N
ba03.0091.02	Brown	BA03	Press	s	OTH	President Eisenhower's cabinet selections in 1953	President Eisenhower's	President Eisenhower	ProperN	N	cabinet selections in 1953	selection	animate	inanimate	animate	animate	-3.301029996	2	4	78	N
ba05.0029.03	Brown	BA05	Press	of	OTH	the next session  of the legislature	the legislature	legislature	CommonN	N	the next session	session	inanimate	inanimate	collective	collective	-3.301029996	2	3	73	N
ba04.0011.01	Brown	BA04	Press	of	OTH	the negative side  of the balance sheet	the balance sheet	sheet	CommonN	N	the negative side	side	inanimate	inanimate	inanimate	inanimate	-3.301029996	3	3	77	N
ba05.0059.01	Brown	BA05	Press	of	OTH	the signatures  of more than 1,700 Johnston taxpayers	more than 1,700 Johnston taxpayers	taxpayer	CommonN	Y	the signatures	signatures	animate	inanimate	animate	animate	-3.301029996	5	2	68	N
ba11.0009.03	Brown	BA11	Press	s	OTH	Frank Cipriani's single under Shortstop Jerry Adair's glove into center	Frank Cipriani's	Frank Cipriani	ProperN	N	single under Shortstop Jerry Adair's glove into center	single	animate	inanimate	animate	animate	-3.301029996	2	8	76	N
ba04.0012.03	Brown	BA04	Press	s	OTH	Secretary of State Dean Rusk's speeches	Secretary of State Dean Rusk's	Dean Rusk	ProperN	N	speeches	speeches	animate	inanimate	animate	animate	-3.301029996	5	1	73	N
ba02.0048.02	Brown	BA02	Press	of	OTH	sponsor  of the poll idea	the poll idea	idea	CommonN	N	sponsor	sponsor	inanimate	animate	inanimate	inanimate	-3.301029996	3	1	83	N
ba13.0045.01	Brown	BA13	Press	of	OTH	Sports Writer Ensign Ritchie  of the Ogden Standard Examiner	the Ogden Standard Examiner	Ogden Standard Examiner	ProperN	N	Sports Writer Ensign Ritchie	Sports Writer Ensign Ritchie	inanimate	animate	collective	collective	-3.301029996	4	4	77	N
ba14.0079.01	Brown	BA14	Press	of	OTH	the standpoint  of the army of duffers	the army of duffers	army	CommonN	Y	the standpoint	standpoint	inanimate	inanimate	collective	collective	-3.301029996	4	2	77	N
ba04.0063.01	Brown	BA04	Press	of	OTH	the statement  of Senator J. W. Fulbright (D) of Arkansas , chairman of the Senate Foreign Relations Committee	Senator J. W. Fulbright ( D ) of Arkansas, chairman of the Senate Foreign Relations Committee	Fulbright	ProperN	N	the statement	statement	animate	inanimate	animate	animate	-3.301029996	8	2	73	N
ba13.0003.03	Brown	BA13	Press	s	OTH	the Grizzlies' winning streak	the Grizzlies'	Grizzlies	ProperN	Y	winning streak	streak	inanimate	inanimate	collective	collective	-3.301029996	2	2	75	N
ba05.0060.05	Brown	BA05	Press	of	OTH	the suggestion  of Council President Raymond Fortin Sr	Council President Raymond Fortin Sr	Fortin	ProperN	N	the suggestion	suggestion	animate	inanimate	animate	animate	-3.301029996	5	2	67	N
ba08.0055.02	Brown	BA08	Press	of	OTH	the governor's theme  of peace and harmony	peace and harmony	peace and harmony	CommonN	N	the governor's theme	theme	inanimate	inanimate	inanimate	inanimate	-3.301029996	3	3	60	N
ba11.0007.01	Brown	BA11	Press	s	OTH	Catcher Frank House's throw	Catcher Frank House's	Frank House	ProperN	Y	throw	throw	animate	inanimate	animate	animate	-3.301029996	3	1	84	N
ba12.0049.01	Brown	BA12	Press	s	OTH	the Falcons' aerial thrusts	the Falcons'	Falcons	ProperN	N	aerial thrusts	thrusts	inanimate	inanimate	collective	collective	-3.301029996	2	2	81	N
ba04.0020.01	Brown	BA04	Press	of	OTH	the use  of the Organization for Economic Cooperation and Development	the Organization for Economic Cooperation and Development	Organization for Economic Cooperation and Development	ProperN	N	the use	use	inanimate	inanimate	collective	collective	-3.301029996	7	2	84	N
ba05.0055.01	Brown	BA05	Press	of	OTH	vice president  of the American Screw Co.	the American Screw Co.	American Screw Co.	ProperN	N	vice president	vice president	inanimate	animate	collective	collective	-3.301029996	4	2	76	N
ba19.0082.01	Brown	BA19	Press	of	OTH	vice president  of a hardware manufacturing company	a hardware manufacturing company	company	CommonN	N	vice president	vice president	inanimate	animate	collective	collective	-3.301029996	4	2	73	N
ba04.0008.01	Brown	BA04	Press	s	OTH	NATO members' votes	NATO members'	member	CommonN	Y	votes	votes	animate	inanimate	animate	animate	-3.301029996	2	1	75	N
ba07.0008.02	Brown	BA07	Press	of	OTH	the weakness  of his performance as Mayor	his performance as Mayor	performance	CommonN	N	the weakness	weakness	inanimate	inanimate	inanimate	inanimate	-3.301029996	4	2	68	N
ba12.0072.01	Brown	BA12	Press	s	OTH	TCU's workout	TCU's	TCU	ProperN	N	workout	workout	inanimate	inanimate	collective	collective	-3.301029996	1	1	81	N
ba13.0036.01	Brown	BA13	Press	s	OTH	Allison's run-scoring 2-baser	Allison's	Allison	ProperN	N	run-scoring 2-baser	2-baser	animate	inanimate	animate	animate	-3	1	2	81	N
ba07.0042.01	Brown	BA07	Press	s	OTH	The panel's action	The panel's	panel	CommonN	N	action	action	inanimate	inanimate	collective	collective	-3	2	1	78	N
ba06.0068.01	Brown	BA06	Press	of	OTH	the courageous actions  of President Kennedy	President Kennedy	Kennedy	ProperN	N	the courageous actions	actions	animate	inanimate	animate	animate	-3	2	3	73	N
ba19.0081.01	Brown	BA19	Press	of	OTH	availability  of mortgage money	mortgage money	money	CommonN	N	availability	availability	inanimate	inanimate	inanimate	inanimate	-3	2	1	77	N
ba13.0079.01	Brown	BA13	Press	s	OTH	Willie's lifetime batting average of .318	Willie's	Willie	ProperN	N	lifetime batting average of .318	average	animate	inanimate	animate	animate	-3	1	5	79	N
ba14.0025.02	Brown	BA14	Press	s	OTH	Mayor Wagner's Baseball Committee	Mayor Wagner's	Wagner	ProperN	N	Baseball Committee	Baseball Committee	animate	inanimate	animate	animate	-3	2	2	65	N
ba07.0039.01	Brown	BA07	Press	s	OTH	the Administration's housing bill	the Administration's	Administration	CommonN	N	housing bill	bill	inanimate	inanimate	collective	collective	-3	2	2	64	N
ba06.0027.02	Brown	BA06	Press	of	OTH	discredited carcass or tattered remains  of the president's leadership	the president's leadership	leadership	CommonN	N	discredited carcass or tattered remains	carcass	inanimate	inanimate	inanimate	inanimate	-3	3	5	76	N
ba02.0090.01	Brown	BA02	Press	of	OTH	the causes and prevention of dependency and illegitimacy	dependency and illegitimacy	dependency and illegitimacy	CommonN	N	the causes and prevention	causes	inanimate	inanimate	inanimate	inanimate	-3	3	4	72	N
ba09.0067.01	Brown	BA09	Press	of	OTH	the center  of the development	the development	development	CommonN	N	the center	center	inanimate	inanimate	inanimate	inanimate	-3	2	2	78	N
ba05.0060.01	Brown	BA05	Press	of	OTH	chairman  of the Citizens Group of Johnston	the Citizens Group of Johnston	Citizens Group of Johnston	ProperN	N	chairman	chairman	inanimate	animate	collective	collective	-3	5	1	67	N
ba05.0061.01	Brown	BA05	Press	of	OTH	the chairman  of the board of canvassers	the board of canvassers	canvassers	CommonN	Y	the chairman	chairman	inanimate	animate	collective	collective	-3	4	2	68	N
ba11.0055.01	Brown	BA11	Press	of	OTH	chairman  of the Oriole board of directors	the Oriole board of directors	director	CommonN	Y	chairman	chairman	inanimate	animate	collective	collective	-3	5	1	88	N
ba14.0025.01	Brown	BA14	Press	of	OTH	the chairman  of Mayor Wagner's Baseball Committee	Mayor Wagner's Baseball Committee	Wagner	ProperN	N	the chairman	chairman	inanimate	animate	collective	collective	-3	4	2	65	N
ba09.0005.01	Brown	BA09	Press	s	OTH	The Controller's charge of rigging	The Controller's	Controller	ProperN	N	charge of rigging	charge	animate	inanimate	animate	animate	-3	2	3	74	N
ba05.0031.01	Brown	BA05	Press	s	OTH	Mr. Nugent's cooperation	Mr. Nugent's	Nugent	ProperN	N	cooperation	cooperation	animate	inanimate	animate	animate	-3	2	1	74	N
ba01.0008.01	Brown	BA01	Press	of	OTH	the cost  of administration	administration	administration	CommonN	N	the cost	cost	inanimate	inanimate	inanimate	inanimate	-3	1	2	75	N
ba07.0072.02	Brown	BA07	Press	of	OTH	the twenty under-developed countries  of Asia , Africa and Latin America	Asia, Africa and Latin America	Asia, Africa and Latin America	ProperN	N	the twenty under-developed countries	countries	inanimate	inanimate	inanimate	place	-3	5	4	75	N
ba03.0028.03	Brown	BA03	Press	of	OTH	the Criminal court  of Cook county	Cook county	Cook county	ProperN	N	the Criminal court	court	inanimate	inanimate	collective	collective	-3	2	3	57	N
ba07.0095.01	Brown	BA07	Press	s	OTH	Prince Souvanna Phouma's young daughter	Prince Souvanna Phouma's	Prince Souvanna Phouma	ProperN	N	young daughter	daughter	animate	animate	animate	animate	-3	3	2	80	N
ba13.0032.01	Brown	BA13	Press	s	OTH	Lenny Green's double to left	Lenny Green's	Lenny Green	ProperN	N	double to left	double	animate	inanimate	animate	animate	-3	2	3	70	N
ba06.0012.02	Brown	BA06	Press	s	OTH	last fall's Presidential election	last fall's	fall	CommonN	N	Presidential election	election	inanimate	inanimate	inanimate	inanimate	-3	2	2	73	N
ba11.0077.02	Brown	BA11	Press	of	OTH	the last game  of the 1960 season	the 1960 season	season	CommonN	N	the last game	game	inanimate	inanimate	inanimate	inanimate	-3	3	3	73	N
ba12.0070.01	Brown	BA12	Press	s	OTH	the Owl's game with LSU	the Owl's	Owl	ProperN	N	game with LSU	game	inanimate	inanimate	collective	collective	-3	2	3	78	N
ba06.0038.02	Brown	BA06	Press	of	OTH	the glow of Sen. Case's candidacy of last year	Sen. Case's candidacy of last year	candidacy	CommonN	N	the glow	glow	inanimate	inanimate	inanimate	inanimate	-3	6	2	75	N
ba10.0018.01	Brown	BA10	Press	of	OTH	the exported goods  of the country	the country	country	CommonN	N	the exported goods	goods	inanimate	inanimate	collective	collective	-3	2	3	81	N
ba07.0088.04	Brown	BA07	Press	of	OTH	head  of the pro-Communist Pathet Lao forces	the pro-Communist Pathet Lao forces	forces	CommonN	Y	head	head	inanimate	animate	collective	collective	-3	5	1	81	N
ba10.0019.01	Brown	BA10	Press	of	OTH	the total income  of one country	one country	country	CommonN	N	the total income	income	inanimate	inanimate	collective	collective	-3	2	3	75	N
ba10.0061.02	Brown	BA10	Press	of	OTH	the sinless life  of Christ	Christ	Christ	ProperN	N	the sinless life	life	animate	inanimate	animate	animate	-3	1	3	70	N
ba11.0073.01	Brown	BA11	Press	of	OTH	final indoor meet  of the season	the season	season	CommonN	N	final indoor meet	meet	inanimate	inanimate	inanimate	inanimate	-3	2	3	73	N
ba19.0026.02	Brown	BA19	Press	s	OTH	this week's meeting	this week's	week	CommonN	N	meeting	meeting	inanimate	inanimate	inanimate	inanimate	-3	2	1	74	N
ba05.0043.01	Brown	BA05	Press	of	OTH	the more limited but vital shopping needs  of the community	the community	community	CommonN	N	the more limited but vital shopping needs	needs	inanimate	inanimate	collective	collective	-3	2	7	68	N
ba13.0080.02	Brown	BA13	Press	s	OTH	Milwaukee's park	Milwaukee's	Milwaukee	ProperN	N	park	park	inanimate	inanimate	inanimate	place	-3	1	1	79	N
ba08.0072.01	Brown	BA08	Press	of	OTH	passage  of the sales tax measure	the sales tax measure	measure	CommonN	N	passage	passage	inanimate	inanimate	inanimate	inanimate	-3	4	1	65	N
ba12.0043.01	Brown	BA12	Press	of	OTH	the defensive performances  of end Happy Nelson and halfback Billy Gannon	end Happy Nelson and halfback Billy Gannon	Nelson	ProperN	N	the defensive performances	performances	animate	inanimate	animate	animate	-3	7	3	80	N
ba11.0054.02	Brown	BA11	Press	of	OTH	the seven-hit pitching  of three Kansas City rookie hurlers	three Kansas City rookie hurlers	hurler	CommonN	Y	the seven-hit pitching	pitching	animate	inanimate	animate	animate	-3	5	3	85	N
ba02.0045.01	Brown	BA02	Press	s	OTH	Formby's plan	Formby's	Formby	ProperN	N	plan	plan	animate	inanimate	animate	animate	-3	1	1	72	N
ba09.0061.01	Brown	BA09	Press	s	OTH	the Redevelopment Authority's master plan	the Redevelopment Authority's	Redevelopment Authority	ProperN	N	master plan	plan	inanimate	inanimate	collective	collective	-3	3	2	70	N
ba14.0029.01	Brown	BA14	Press	s	OTH	the chapter's player of the year	the chapter's	chapter	CommonN	N	player of the year	player	inanimate	animate	collective	collective	-3	2	4	74	N
ba19.0042.02	Brown	BA19	Press	s	OTH	the city's snow clearing program	the city's	city	CommonN	N	snow clearing program	program	inanimate	inanimate	collective	collective	-3	2	3	68	N
ba13.0090.01	Brown	BA13	Press	s	OTH	Howsam's request that the video not be terminated before the end of the game	Howsam's	Howsam	ProperN	N	request that the video not be terminated before the end of the game	request	animate	inanimate	animate	animate	-3	1	8	80	N
ba13.0014.01	Brown	BA13	Press	s	OTH	Gaines' infielder roller	Gaines'	Gaines	ProperN	N	infield roller	roller	animate	inanimate	animate	animate	-3	1	2	70	N
ba19.0005.02	Brown	BA19	Press	of	OTH	the salary  of all officers , supervisors and other employees not belonging to unions	all officers, supervisors and other employees not belonging to unions	officer	CommonN	Y	the salary	salary	animate	inanimate	animate	animate	-3	8	2	67	N
ba07.0090.02	Brown	BA07	Press	of	OTH	the nineteenth plenary session  of the fourteen-nation conference on the future of Laos	the fourteen-nation conference on the future of Laos	conference	CommonN	Y	the nineteenth plenary session	session	inanimate	inanimate	inanimate	inanimate	-3	8	4	79	N
ba14.0092.02	Brown	BA14	Press	of	OTH	the right side  of the fairway	the fairway	fairway	CommonN	N	the right side	side	inanimate	inanimate	inanimate	inanimate	-3	2	3	73	N
ba19.0073.04	Brown	BA19	Press	of	OTH	the guiding spirits  of the House of Delegates	the House of Delegates	House of Delegates	ProperN	Y	the guiding spirits	spirits	inanimate	animate	collective	collective	-3	4	3	65	N
ba04.0068.01	Brown	BA04	Press	of	OTH	the support and cooperation  of Congress	Congress	Congress	ProperN	Y	the support and cooperation	support	inanimate	inanimate	collective	collective	-3	1	4	72	N
ba04.0012.01	Brown	BA04	Press	of	OTH	the tenor  of Secretary of State Dean Rusk's speeches	Secretary of State Dean Rusk's speeches	Dean Rusk	CommonN	Y	the tenor	tenor	inanimate	inanimate	inanimate	inanimate	-3	6	2	73	N
ba06.0018.02	Brown	BA06	Press	of	OTH	the proper uses  of surplus funds of the Port of New York Authority	surplus funds of the Port of New York Authority	funds	CommonN	N	the proper uses	uses	inanimate	inanimate	inanimate	inanimate	-3	8	3	76	N
ba13.0003.01	Brown	BA13	Press	s	OTH	Nischwitz' third straight victory of the new season	Nischwitz's	Nischwitz	ProperN	Y	third straight victory of the new season	victory	animate	inanimate	animate	animate	-3	1	7	75	N
ba08.0075.01	Brown	BA08	Press	of	OTH	the views  of one leader	one leader	leader	CommonN	N	the views	views	animate	inanimate	animate	animate	-3	2	2	66	N
ba14.0012.01	Brown	BA14	Press	s	OTH	Van Brocklin's aerials	Van Brocklin's	Van Brocklin	ProperN	N	aerials	aerials	animate	inanimate	animate	animate	-2.823908741	2	1	79	N
ba01.0032.02	Brown	BA01	Press	s	OTH	his wife's age	his wife's	wife	CommonN	N	age	age	animate	inanimate	animate	animate	-2.823908741	2	1	74	N
ba02.0025.01	Brown	BA02	Press	s	OTH	Berry's proposed constitutional amendment	Berry's	Berry	ProperN	N	proposed constitutional amendment	amendment	animate	inanimate	animate	animate	-2.823908741	1	3	87	N
ba04.0013.01	Brown	BA04	Press	s	OTH	Mr. Rusk's analysis of the various global danger points and setbacks for the West	Mr. Rusk's	Rusk	ProperN	N	analysis of the various global danger points and setbacks for the West	analysis	animate	inanimate	animate	animate	-2.823908741	2	8	70	N
ba03.0089.01	Brown	BA03	Press	of	OTH	approval  of the Negro leader	the Negro leader	leader	CommonN	N	approval	approval	animate	inanimate	animate	animate	-2.823908741	3	1	81	N
ba09.0082.03	Brown	BA09	Press	s	OTH	his union's battle against the teamsters , which began organizing city firemen in 1959	his union's	union	CommonN	N	battle against the teamsters	battle	inanimate	inanimate	collective	collective	-2.823908741	2	4	71	N
ba09.0003.01	Brown	BA09	Press	of	OTH	the legitimate bids  of competing contractors	competing contractors	contractor	CommonN	Y	the legitimate bids	bids	animate	inanimate	animate	animate	-2.823908741	2	3	74	N
ba06.0047.01	Brown	BA06	Press	of	OTH	The candidacy  of Mayor James J. Sheeran of West Orange	Mayor James J. Sheeran of West Orange	Sheeran	ProperN	Y	The candidacy	candidacy	animate	inanimate	animate	animate	-2.823908741	7	2	74	N
ba06.0001.02	Brown	BA06	Press	of	OTH	the carcass  of Eisenhower Republicanism	Eisenhower Republicanism	Republicanism	CommonN	N	the carcass	carcass	inanimate	inanimate	inanimate	inanimate	-2.823908741	2	2	70	N
ba20.0030.01	Brown	BA20	Press	of	OTH	the chances  of their clients	their clients	clients	CommonN	Y	the chances	chances	animate	inanimate	animate	animate	-2.823908741	2	2	74	N
ba05.0078.02	Brown	BA05	Press	of	OTH	consent  of the General Assembly	the General Assembly	General Assembly	ProperN	N	consent	consent	inanimate	inanimate	collective	collective	-2.823908741	3	1	74	N
ba11.0050.01	Brown	BA11	Press	s	OTH	Baltimore's bulky spring-training contingent	Baltimore's	Baltimore	ProperN	N	bulky spring-training contingent	contingent	inanimate	inanimate	collective	collective	-2.823908741	1	3	82	N
ba06.0018.01	Brown	BA06	Press	of	OTH	the continuance  of railroad passenger service	railroad passenger service	service	CommonN	Y	the continuance	continuance	inanimate	inanimate	inanimate	inanimate	-2.823908741	3	2	76	N
ba11.0048.02	Brown	BA11	Press	s	OTH	the Army's accelerated wintertime military course	the Army's	Army	ProperN	N	accelerated wintertime military course	course	inanimate	inanimate	collective	collective	-2.823908741	2	4	82	N
ba13.0015.02	Brown	BA13	Press	s	OTH	Alusik's double	Alusik's	Alusik	ProperN	N	double	double	animate	inanimate	animate	animate	-2.823908741	1	1	70	N
ba05.0062.02	Brown	BA05	Press	of	OTH	possible election  of a nine member charter commission	a nine member charter commission	commission	CommonN	N	possible election	election	inanimate	inanimate	collective	collective	-2.823908741	5	2	64	N
ba13.0020.01	Brown	BA13	Press	s	OTH	the season's first night game	the season's	season	CommonN	N	first night game	game	inanimate	inanimate	inanimate	inanimate	-2.823908741	2	3	82	N
ba13.0018.01	Brown	BA13	Press	s	OTH	Alusik's grounder in the hole	Alusik's	Alusik	ProperN	N	grounder in the hole	grounder	animate	inanimate	animate	animate	-2.823908741	1	4	79	N
ba04.0065.01	Brown	BA04	Press	of	OTH	the rapid growth  of juvenile delinquency	juvenile delinquency	delinquency	CommonN	N	the rapid growth	growth	inanimate	inanimate	inanimate	inanimate	-2.823908741	2	3	64	N
ba20.0062.03	Brown	BA20	Press	s	OTH	their clients' guilt	their clients'	clients	CommonN	Y	guilt	guilt	animate	inanimate	animate	animate	-2.823908741	2	1	81	N
ba14.0068.02	Brown	BA14	Press	of	OTH	the last hole  of the opening round of the Los Angeles open	the opening round of the Los Angeles open	round	CommonN	N	the last hole	hole	inanimate	inanimate	inanimate	inanimate	-2.823908741	8	3	79	N
ba03.0035.01	Brown	BA03	Press	of	OTH	the hospital and some other medical bills  of 14.2 million Americans over 65 who are covered by social security or railroad retirement programs	14.2 million Americans over 65 who are covered by social security or railroad retirement programs	Americans	ProperN	Y	the hospital and some other medical bills	hospital	animate	inanimate	animate	animate	-2.823908741	8	7	67	N
ba03.0017.01	Brown	BA03	Press	of	OTH	the investigation  of the Nov. 8 election	the Nov. 8 election	election	CommonN	N	the investigation	investigation	inanimate	inanimate	inanimate	inanimate	-2.823908741	4	2	72	N
ba14.0112.01	Brown	BA14	Press	of	OTH	the margin  of that stroke	that stroke	stroke	CommonN	N	the margin	margin	inanimate	inanimate	inanimate	inanimate	-2.823908741	2	2	79	N
ba03.0030.01	Brown	BA03	Press	of	OTH	complementary miscount  of the vote	the vote	vote	CommonN	N	complementary miscount	miscount	inanimate	inanimate	inanimate	inanimate	-2.823908741	2	2	83	N
ba13.0073.04	Brown	BA13	Press	of	OTH	Pat Seerey  of the White Sox	the White Sox	White Sox	ProperN	Y	Pat Seerey	Pat Seerey	inanimate	animate	collective	collective	-2.823908741	3	2	78	N
ba13.0062.01	Brown	BA13	Press	s	OTH	the elderly Spahn's hitless pitching	the elderly Spahn's	Spahn	ProperN	N	hitless pitching	pitching	animate	inanimate	animate	animate	-2.823908741	3	2	83	N
ba12.0054.01	Brown	BA12	Press	s	OTH	The Air Force's , and the game's , final play	The Air Force's, and the game's	Air Force	CommonN	Y	, and the game's , final play	play	inanimate	inanimate	collective	collective	-2.823908741	6	7	74	N
ba04.0015.01	Brown	BA04	Press	s	OTH	Mr. Rusk's personal popularity	Mr. Rusk's	Rusk	ProperN	N	personal popularity	popularity	animate	inanimate	animate	animate	-2.823908741	2	2	79	N
ba08.0001.03	Brown	BA08	Press	of	OTH	president  of the company	the company	company	CommonN	N	president	president	inanimate	animate	collective	collective	-2.823908741	2	1	76.76767677	N
ba09.0029.01	Brown	BA09	Press	of	OTH	president  of the PTC	the PTC	PTC	ProperN	N	president	president	inanimate	animate	collective	collective	-2.823908741	2	1	78	N
ba09.0069.01	Brown	BA09	Press	of	OTH	the president  of the Kansas City local of the International Association of Fire Fighters	the Kansas City local of the International Association of Fire Fighters	local	CommonN	Y	the president	president	inanimate	animate	collective	collective	-2.823908741	8	2	74	N
ba19.0003.01	Brown	BA19	Press	s	OTH	the railroad's president	the railroad's	railroad	CommonN	N	president	president	inanimate	animate	collective	collective	-2.823908741	2	1	65	N
ba11.0033.04	Brown	BA11	Press	s	OTH	the Army's military training program	the Army's	Army	ProperN	N	military training program	program	inanimate	inanimate	collective	collective	-2.823908741	2	3	78	N
ba19.0041.01	Brown	BA19	Press	of	OTH	proprietor  of the shop	the shop	shop	CommonN	N	proprietor	proprietor	inanimate	animate	collective	collective	-2.823908741	2	1	66	N
ba13.0093.01	Brown	BA13	Press	s	OTH	Mantle's replacement	Mantle's	Mantle	ProperN	N	replacement	replacement	animate	animate	animate	animate	-2.823908741	1	1	77	N
ba01.0047.01	Brown	BA01	Press	s	OTH	Caldwell's resignation	Caldwell's	Caldwell	ProperN	N	resignation	resignation	animate	inanimate	animate	animate	-2.823908741	1	1	77	N
ba09.0086.01	Brown	BA09	Press	of	OTH	secretary-treasurer  of the local	the local	local	CommonN	N	secretary-treasurer	secretary-treasurer	inanimate	animate	collective	collective	-2.823908741	2	1	74	N
ba05.0025.01	Brown	BA05	Press	of	OTH	the next session  of the General Assembly	the General Assembly	General Assembly	ProperN	N	the next session	session	inanimate	inanimate	collective	collective	-2.823908741	3	3	72	N
ba05.0081.01	Brown	BA05	Press	of	OTH	the last session  of the General Assembly	the General Assembly	General Assembly	ProperN	N	the last session	session	inanimate	inanimate	collective	collective	-2.823908741	3	3	74	N
ba20.0001.02	Brown	BA20	Press	s	OTH	Britain's first atomic submarine	Britain's	Britain	ProperN	N	first atomic submarine	submarine	inanimate	inanimate	collective	collective	-2.823908741	1	3	72	N
ba07.0015.01	Brown	BA07	Press	s	OTH	Mr. Gerosa's successor	Mr. Gerosa's	Gerosa	ProperN	N	successor	successor	animate	animate	animate	animate	-2.823908741	2	1	73	N
ba11.0054.01	Brown	BA11	Press	s	OTH	Brooks' teammates	Brook's	Brook	ProperN	N	teammates	teammates	animate	animate	animate	animate	-2.823908741	1	1	85	N
ba04.0035.01	Brown	BA04	Press	s	OTH	President Kennedy's tendency to be too conciliatory	President Kennedy's	President Kennedy	ProperN	N	tendency to be too conciliatory	tendency	animate	inanimate	animate	animate	-2.823908741	2	5	73	N
ba01.0037.02	Brown	BA01	Press	of	OTH	The mayor's present term  of office	office	office	CommonN	Y	The mayor's present term	term	inanimate	inanimate	inanimate	inanimate	-2.823908741	1	4	75	N
ba10.0058.02	Brown	BA10	Press	of	OTH	the great truths  of the Bible	the Bible	Bible	ProperN	N	the great truths	truths	inanimate	inanimate	inanimate	inanimate	-2.823908741	2	3	69	N
ba13.0076.01	Brown	BA13	Press	s	OTH	the Giants' ace	the Giants'	Giants	ProperN	Y	ace	ace	inanimate	animate	collective	collective	-2.698970004	2	1	83	N
ba04.0026.01	Brown	BA04	Press	of	OTH	the aid  of the neutral countries attending the Geneva conference	the neutral countries attending the Geneva conference	countries	CommonN	Y	the aid	aid	inanimate	inanimate	collective	collective	-2.698970004	7	2	74	N
ba12.0089.01	Brown	BA12	Press	s	OTH	Denver's Al Carmichael	Denver's	Denver	ProperN	N	Al Carmichael	Al Carmichael	inanimate	animate	collective	collective	-2.698970004	1	2	71	N
ba19.0001.01	Brown	BA19	Press	of	OTH	the total amount  of its payroll	its payroll	payroll	CommonN	N	the total amount	amount	inanimate	inanimate	inanimate	inanimate	-2.698970004	2	3	73	N
ba08.0013.03	Brown	BA08	Press	s	OTH	the United States government's tremendous buildings	the United States government's	government	CommonN	N	tremendous buildings	buildings	inanimate	inanimate	collective	collective	-2.698970004	4	2	80	N
ba03.0069.01	Brown	BA03	Press	of	OTH	the capacity  of existing ones	existing ones	one	CommonN	Y	the capacity	capacity	inanimate	inanimate	collective	collective	-2.698970004	2	2	65	N
ba13.0043.01	Brown	BA13	Press	s	OTH	Boston's chances	Boston's	Boston	ProperN	N	chances	chances	inanimate	inanimate	collective	collective	-2.698970004	1	1	81	N
ba03.0086.01	Brown	BA03	Press	s	OTH	the nation's federal housing chief	the nation's	nation	CommonN	N	federal housing chief	chief	inanimate	animate	collective	collective	-2.698970004	2	3	81	N
ba13.0027.01	Brown	BA13	Press	s	OTH	Billy Gardner's line double	Billy Gardner's	Billy Gardner	ProperN	N	line double	double	animate	inanimate	animate	animate	-2.698970004	2	2	69	N
ba08.0063.01	Brown	BA08	Press	of	OTH	The effectiveness  of the governor	the governor	governor	CommonN	N	The effectiveness	effectiveness	animate	inanimate	animate	animate	-2.698970004	2	2	66	N
ba14.0003.01	Brown	BA14	Press	of	OTH	the end  of last season	last season	season	CommonN	N	the end	end	inanimate	inanimate	inanimate	inanimate	-2.698970004	2	2	76	N
ba02.0089.01	Brown	BA02	Press	of	OTH	extension of the ADC program to all children in need living with any relatives , including both parents	the ADC program to all children in need living with any relatives, including both parents	program	CommonN	N	extension	extension	inanimate	inanimate	inanimate	inanimate	-2.698970004	8	1	75	N
ba12.0034.01	Brown	BA12	Press	s	OTH	the conference's top four in rushing	the conference's	conference	CommonN	Y	top four in rushing	four	inanimate	animate	inanimate	inanimate	-2.698970004	2	4	78	N
ba07.0090.03	Brown	BA07	Press	of	OTH	the future  of Laos	Laos	Laos	ProperN	Y	the future	future	inanimate	inanimate	collective	collective	-2.698970004	1	2	79	N
